Period,Area,Measure,Category,Unit,Value,MAD,Marker
2020,Tld62,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5832.0,0.0,
2020,Tld63,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3782.0,0.0,
2020,Tld7,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8053.0,0.0,
2020,Tld71,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4423.0,0.0,
2020,Tld72,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2454.0,0.0,
2020,Tld73,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tld74,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tle,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,24454.0,0.0,
2020,Tle1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5942.0,0.0,
2020,Tle11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1253.0,0.0,
2020,Tle12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1232.0,0.0,
2020,Tle13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3455.0,0.0,
2020,Tle2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2663.0,0.0,
2020,Tle21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,964.0,0.0,
2020,Tle22,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1699.0,0.0,
2020,Tle3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5093.0,0.0,
2020,Tle31,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1907.0,0.0,
2020,Tle32,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3186.0,0.0,
2020,Tle4,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,10757.0,0.0,
2020,Tle41,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2432.0,0.0,
2020,Tle42,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4286.0,0.0,
2020,Tle44,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2725.0,0.0,
2020,Tle45,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1314.0,0.0,
2020,Tlf,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,29645.0,0.0,
2020,Tlf1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,18515.0,0.0,
2020,Tlf11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8611.0,0.0,
2020,Tlf12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1089.0,0.0,
2020,Tlf13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3898.0,0.0,
2020,Tlf14,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2336.0,0.0,
2020,Tlf15,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1580.0,0.0,
2020,Tlf16,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,999.0,0.0,
2020,Tlf2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9164.0,0.0,
2020,Tlf21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,830.0,0.0,
2020,Tlf22,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3575.0,0.0,
2020,Tlf24,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3007.0,0.0,
2020,Tlf25,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1753.0,0.0,
2020,Tlf3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1967.0,0.0,
2020,Tlf30,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1967.0,0.0,
2020,Tlg,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,36333.0,0.0,
2020,Tlg1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8463.0,0.0,
2020,Tlg11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,555.0,0.0,
2020,Tlg12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1924.0,0.0,
2020,Tlg13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5984.0,0.0,
2020,Tlg2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9129.0,0.0,
2020,Tlg21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2388.0,0.0,
2020,Tlg22,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,857.0,0.0,
2020,Tlg23,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1471.0,0.0,
2020,Tlg24,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4414.0,0.0,
2020,Tlg3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,18740.0,0.0,
2020,Tlg31,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,6502.0,0.0,
2020,Tlg32,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4704.0,0.0,
2020,Tlg33,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3107.0,0.0,
2020,Tlg36,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,616.0,0.0,
2020,Tlg37,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1041.0,0.0,
2020,Tlg38,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1242.0,0.0,
2020,Tlg39,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1529.0,0.0,
2020,Tlh,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,42701.0,0.0,
2020,Tlh1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,18386.0,0.0,
2020,Tlh11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2148.0,0.0,
2020,Tlh12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9488.0,0.0,
2020,Tlh14,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3374.0,0.0,
2020,Tlh15,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2065.0,0.0,
2020,Tlh16,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,783.0,0.0,
2020,Tlh17,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,527.0,0.0,
2020,Tlh2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,16779.0,0.0,
2020,Tlh21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1726.0,0.0,
2020,Tlh23,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,13386.0,0.0,
2020,Tlh24,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,460.0,0.0,
2020,Tlh25,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1207.0,0.0,
2020,Tlh3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,7537.0,0.0,
2020,Tlh31,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlh32,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlh34,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1506.0,0.0,
2020,Tlh35,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1620.0,0.0,
2020,Tlh36,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1471.0,0.0,
2020,Tlh37,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2208.0,0.0,
2020,Tli,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,180210.0,0.0,
2020,Tli3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,110159.0,0.0,
2020,Tli31,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,50645.0,0.0,
2020,Tli32,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,50689.0,0.0,
2020,Tli33,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,7620.0,0.0,
2020,Tli34,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1205.0,0.0,
2020,Tli4,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,41947.0,0.0,
2020,Tli41,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tli42,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,18629.0,0.0,
2020,Tli43,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9374.0,0.0,
2020,Tli44,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tli45,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3142.0,0.0,
2020,Tli5,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3971.0,0.0,
2020,Tli51,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,633.0,0.0,
2020,Tli52,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1153.0,0.0,
2020,Tli53,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,695.0,0.0,
2020,Tli54,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1489.0,0.0,
2020,Tli6,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3812.0,0.0,
2020,Tli61,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,739.0,0.0,
2020,Tli62,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,761.0,0.0,
2020,Tli63,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2312.0,0.0,
2020,Tli7,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,20321.0,0.0,
2020,Tli71,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1020.0,0.0,
2020,Tli72,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1721.0,0.0,
2020,Tli73,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3177.0,0.0,
2020,Tli74,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5185.0,0.0,
2020,Tli75,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9218.0,0.0,
2020,Tlj,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,82456.0,0.0,
2020,Tlj1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,31040.0,0.0,
2020,Tlj11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,16921.0,0.0,
2020,Tlj12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2711.0,0.0,
2020,Tlj13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3457.0,0.0,
2020,Tlj14,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,7951.0,0.0,
2020,Tlj2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,25348.0,0.0,
2020,Tlj21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1776.0,0.0,
2020,Tlj22,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,836.0,0.0,
2020,Tlj25,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,11773.0,0.0,
2020,Tlj26,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4926.0,0.0,
2020,Tlj27,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1774.0,0.0,
2020,Tlj28,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4263.0,0.0,
2020,Tlj3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,20282.0,0.0,
2020,Tlj31,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1501.0,0.0,
2020,Tlj32,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1940.0,0.0,
2020,Tlj34,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,769.0,0.0,
2020,Tlj35,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2462.0,0.0,
2020,Tlj36,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5082.0,0.0,
2020,Tlj37,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8528.0,0.0,
2020,Tlj4,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5787.0,0.0,
2020,Tlj41,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlj43,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1649.0,0.0,
2020,Tlj44,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1505.0,0.0,
2020,Tlj45,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlj46,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlk,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,31168.0,0.0,
2020,Tlk1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,20431.0,0.0,
2020,Tlk11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2650.0,0.0,
2020,Tlk12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5269.0,0.0,
2020,Tlk13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8681.0,0.0,
2020,Tlk14,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2015.0,0.0,
2020,Tlk15,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1816.0,0.0,
2020,Tlk2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5622.0,0.0,
2020,Tlk23,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2151.0,0.0,
2020,Tlk24,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2523.0,0.0,
2020,Tlk25,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,947.0,0.0,
2020,Tlk3,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1116.0,0.0,
2020,Tlk30,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1116.0,0.0,
2020,Tlk4,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4000.0,0.0,
2020,Tlk41,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlk42,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlk43,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2657.0,0.0,
2020,Tll,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,20458.0,0.0,
2020,Tll1,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,11263.0,0.0,
2020,Tll11,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,330.0,0.0,
2020,Tll12,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,259.0,0.0,
2020,Tll13,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,427.0,0.0,
2020,Tll14,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2628.0,0.0,
2020,Tll15,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2890.0,0.0,
2020,Tll16,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1416.0,0.0,
2020,Tll17,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1839.0,0.0,
2020,Tll18,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1475.0,0.0,
2020,Tll2,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,9194.0,0.0,
2020,Tll21,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1667.0,0.0,
2020,Tll22,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2685.0,0.0,
2020,Tll23,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4296.0,0.0,
2020,Tll24,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,545.0,0.0,
2020,Tlm,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,49063.0,0.0,
2020,Tlm5,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,11330.0,0.0,
2020,Tlm50,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,11330.0,0.0,
2020,Tlm6,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3208.0,0.0,
2020,Tlm61,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlm62,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,895.0,0.0,
2020,Tlm63,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,685.0,0.0,
2020,Tlm64,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlm65,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,389.0,0.0,
2020,Tlm66,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,720.0,0.0,
2020,Tlm7,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,18778.0,0.0,
2020,Tlm71,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1230.0,0.0,
2020,Tlm72,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,3598.0,0.0,
2020,Tlm73,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlm75,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,7090.0,0.0,
2020,Tlm76,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4004.0,0.0,
2020,Tlm77,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,0.0,0.0,not-available
2020,Tlm78,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1611.0,0.0,
2020,Tlm8,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,11135.0,0.0,
2020,Tlm81,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1216.0,0.0,
2020,Tlm82,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5549.0,0.0,
2020,Tlm83,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,2908.0,0.0,
2020,Tlm84,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1461.0,0.0,
2020,Tlm9,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,4611.0,0.0,
2020,Tlm91,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,582.0,0.0,
2020,Tlm92,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,600.0,0.0,
2020,Tlm93,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,934.0,0.0,
2020,Tlm94,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,1522.0,0.0,
2020,Tlm95,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,974.0,0.0,
2020,Tln,total-value-of-uk-exports,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,12016.0,0.0,
2020,Tlc,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,29612.0,0.0,
2020,Tlc1,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,13188.0,0.0,
2020,Tlc2,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,16424.0,0.0,
2020,Tld,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,97097.0,0.0,
2020,Tld1,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,5410.0,0.0,
2020,Tld3,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,45741.0,0.0,
2020,Tld4,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,8750.0,0.0,
2020,Tld6,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,24986.0,0.0,
2020,Tld7,inward-foreign-direct-investment-fdi,boosting-productivity-pay-jobs-and-living-standards-by-growing-the-private-sector,ps-million,12209.0,0.0,
