Period,Area,Indicator,Category,Measure Type,Unit,Value,MAD,Marker
2019,E11000002,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.266615237,,
2019,E11000003,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.732854649,,
2019,E11000004,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.302806295,,
2019,E11000005,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.301007837,,
2019,E11000006,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.440806222,,
2019,E12000001,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.069238116,,
2019,E12000002,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.40749161,,
2019,E12000003,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.806043283,,
2019,E12000004,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.852040131,,
2019,E12000005,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.748439001,,
2019,E12000006,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.071682114,,
2019,E12000007,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,6.779508657,,
2019,E12000008,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.590483058,,
2019,E12000009,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.106982212,,
2019,E13000001,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,6.503549883,,
2019,E13000002,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,6.980983713,,
2019,E92000001,Drive to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.621715578,,
2019,E06000001,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.07058164,-0.128310323,
2019,E06000002,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.33507728,-0.764386097,
2019,E06000003,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.10328699,-0.64778926,
2019,E06000004,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.05029902,-0.118107612,
2019,E06000005,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.488320841,0.16458273,
2019,E06000006,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.677724702,0.069307425,
2019,E06000007,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.097345811,0.361253827,
2019,E06000008,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.619505822,0.601620366,
2019,E06000009,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.819612208,1.003988657,
2019,E06000010,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.182030997,0.31865487,
2019,E06000011,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.79783822,-1.500194718,
2019,E06000012,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.939747105,0.440530272,
2019,E06000013,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,14.3091795,-2.260440576,
2019,E06000014,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.402216418,0.207895602,
2019,E06000015,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.272344693,0.273224619,
2019,E06000016,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.152784325,0.836394,
2019,E06000017,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.91097675,-1.557106482,
2019,E06000018,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.001973222,0.912256096,
2019,E06000019,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,15.62871659,-2.924203698,
2019,E06000020,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.991558254,-0.088559405,
2019,E06000021,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.420764424,0.198565449,
2019,E06000022,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.51468522,-0.351706526,
2019,E06000023,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.105134109,0.860363357,
2019,E06000024,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.667143761,0.577657184,
2019,E06000025,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.505055151,0.156164916,
2019,E06000026,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.069367173,0.375327844,
2019,E06000027,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.063301827,0.378378879,
2019,E06000030,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.29864485,0.259994923,
2019,E06000031,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.937498881,-0.061366067,
2019,E06000032,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.214977403,0.805109187,
2019,E06000033,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.11693632,0.854426524,
2019,E06000034,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.582468216,0.117224034,
2019,E06000035,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.16622642,-0.176422251,
2019,E06000036,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.248258189,0.285340787,
2019,E06000037,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.77227447,-0.481280944,
2019,E06000038,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.130367768,0.847670139,
2019,E06000039,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.963274833,0.93172244,
2019,E06000040,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.550083701,0.636541585,
2019,E06000041,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.614472422,0.101125046,
2019,E06000042,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.157783555,0.330851994,
2019,E06000043,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.083847066,0.87107132,
2019,E06000044,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.618688421,1.105058798,
2019,E06000045,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.24998168,0.787501081,
2019,E06000046,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.71555381,-0.452748903,
2019,E06000047,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.09597441,-1.65016535,
2019,E06000049,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.37525258,-0.28156811,
2019,E06000050,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.66657333,-0.428110389,
2019,E06000051,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,15.00111748,-2.60850424,
2019,E06000052,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.50391963,-1.855372916,
2019,E06000053,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,42.27192144,-16.32646195,
2019,E06000054,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.32345644,-1.261567753,
2019,E06000055,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.505185,-0.346927657,
2019,E06000056,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.1787181,-0.685733168,
2019,E07000008,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.07760577,0.874210863,
2019,E07000009,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.57984401,-1.390537689,
2019,E07000010,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.8841774,-1.04059842,
2019,E07000011,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.82140598,-0.505995433,
2019,E07000012,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.38657572,-0.790291213,
2019,E07000026,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,15.52605996,-2.872564617,
2019,E07000027,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.58877569,-0.892003311,
2019,E07000028,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.8259514,-1.011309155,
2019,E07000029,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.33405168,-1.769924707,
2019,E07000030,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,17.62121948,-3.926486962,
2019,E07000031,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.21843045,-1.208736819,
2019,E07000032,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.927737031,-0.056455591,
2019,E07000033,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.42731591,-1.816839154,
2019,E07000034,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.961097168,0.429790608,
2019,E07000035,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.66973723,-1.43575643,
2019,E07000036,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.01062855,-0.098152283,
2019,E07000037,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.523861754,0.146704682,
2019,E07000038,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.47380455,-0.834169693,
2019,E07000039,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.72112409,-0.455550908,
2019,E07000040,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.43563046,-1.31799434,
2019,E07000041,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.101392993,0.359217984,
2019,E07000042,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,15.66274852,-2.941322686,
2019,E07000043,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.38730257,-1.796711353,
2019,E07000044,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,17.14494489,-3.686907864,
2019,E07000045,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.46995216,-1.335259095,
2019,E07000046,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,16.62431254,-3.425015599,
2019,E07000047,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,20.97015749,-5.611094063,
2019,E07000061,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.562585384,0.630252898,
2019,E07000062,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.392140462,0.715991339,
2019,E07000063,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.04694274,-0.11641931,
2019,E07000064,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,13.36522267,-1.78560456,
2019,E07000065,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.84657089,-1.021681321,
2019,E07000066,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.124400159,0.347644753,
2019,E07000067,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.01336968,-0.602558406,
2019,E07000068,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.354320271,0.231988669,
2019,E07000069,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.817218954,0.502165271,
2019,E07000070,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.87458362,-0.532745231,
2019,E07000071,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.27466107,-0.230967839,
2019,E07000072,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.29222233,-0.239801631,
2019,E07000073,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.850862038,0.485241883,
2019,E07000074,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,14.07371215,-2.14199408,
2019,E07000075,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.775687,-1.489052051,
2019,E07000076,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.48720925,-0.840912623,
2019,E07000077,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.82790775,-1.515320514,
2019,E07000078,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.12198748,0.851885653,
2019,E07000079,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,14.07566057,-2.14297419,
2019,E07000080,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,16.90483305,-3.566125062,
2019,E07000081,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.272339879,0.273227041,
2019,E07000082,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.3947546,-0.794405413,
2019,E07000083,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.10230509,-0.144268081,
2019,E07000084,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.79791881,-0.494180745,
2019,E07000085,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.82652827,-1.01159934,
2019,E07000086,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.662563495,0.579961183,
2019,E07000087,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.815505358,0.0,
2019,E07000088,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.358914768,0.732704769,
2019,E07000089,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.185966093,0.31667541,
2019,E07000090,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.27297747,-0.23012094,
2019,E07000091,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.44024492,-0.31426103,
2019,E07000092,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.399525204,0.712276613,
2019,E07000093,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.59232775,-0.893790092,
2019,E07000094,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.66856455,-0.429112028,
2019,E07000095,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.188649768,0.315325448,
2019,E07000096,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.1875595,-0.187153373,
2019,E07000098,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,7.759817871,1.034066837,
2019,E07000099,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.55823824,-0.373614883,
2019,E07000102,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.19467685,-0.693760854,
2019,E07000103,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.217055916,0.804063638,
2019,E07000105,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.56420983,-0.879646013,
2019,E07000106,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.432783859,0.192519346,
2019,E07000107,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.416918698,0.703527211,
2019,E07000108,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.05450764,-1.126279174,
2019,E07000109,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.213567682,0.302791058,
2019,E07000110,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.231733158,0.293653328,
2019,E07000111,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.25189487,-0.219515822,
2019,E07000112,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.84287743,-1.019823414,
2019,E07000113,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.23003108,-0.711544991,
2019,E07000114,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.229568463,0.294742229,
2019,E07000115,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.586246512,0.115323449,
2019,E07000116,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.34323441,-0.2654621,
2019,E07000117,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.30232885,0.761169028,
2019,E07000118,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.445807079,0.185968311,
2019,E07000119,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.910998983,-0.048035896,
2019,E07000120,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.139764326,0.842943415,
2019,E07000121,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.90591714,-0.54850685,
2019,E07000122,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.20756814,0.808836248,
2019,E07000123,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.670880338,0.575777584,
2019,E07000124,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.77766878,-0.987021683,
2019,E07000125,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.147726417,0.335911009,
2019,E07000126,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.1751497,-0.683938162,
2019,E07000127,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.50864514,-0.348668204,
2019,E07000128,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.56624079,-0.377640385,
2019,E07000129,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.41178545,-0.299945138,
2019,E07000130,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.343290851,0.237536768,
2019,E07000131,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.49499984,-1.347858757,
2019,E07000132,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,10.22035829,-0.203652062,
2019,E07000133,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.64103613,-1.421318995,
2019,E07000134,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.825238156,-0.004895863,
2019,E07000135,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,9.339317818,0.239535312,
2019,E07000136,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,11.79291333,-0.994690106,
2019,E07000137,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,17.258698,-3.744128778,
2019,E07000138,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,8.420006895,0.701973764,
2019,E07000139,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,14.65926543,-2.436543342,
2019,E07000140,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,15.90964807,-3.065519892,
2019,E07000141,Cycle to employment centre with 500 to 4999 jobs,"Boosting productivity, pay, jobs and living standards by growing the private sector",Minutes,Minutes,12.80444687,-1.503519048,
