Period,Area,Mission,Category,Indicator,Observation
2018,E08000016,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16606.0
2019,E08000016,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17314.0
2020,E08000016,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17448.0
1997,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,8889.0
1998,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9155.0
1999,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9666.0
2000,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10284.0
2001,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10602.0
2002,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10811.0
2003,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11181.0
2004,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11490.0
2005,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11885.0
2006,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12231.0
2007,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12798.0
2008,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12862.0
2009,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13059.0
2010,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13302.0
2011,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13679.0
2012,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14139.0
2013,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14597.0
2014,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15152.0
2015,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15713.0
2016,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15768.0
2017,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16252.0
2018,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16904.0
2019,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16820.0
2020,E08000017,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17140.0
1997,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,8541.0
1998,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,8741.0
1999,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9313.0
2000,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9940.0
2001,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10254.0
2002,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10486.0
2003,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10836.0
2004,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11075.0
2005,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11499.0
2006,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11929.0
2007,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12507.0
2008,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12606.0
2009,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12967.0
2010,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13233.0
2011,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13634.0
2012,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14188.0
2013,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14730.0
2014,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15184.0
2015,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15771.0
2016,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15836.0
2017,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16405.0
2018,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16722.0
2019,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17099.0
2020,E08000018,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17255.0
1997,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9297.0
1998,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9446.0
1999,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9941.0
2000,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10428.0
2001,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10977.0
2002,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11249.0
2003,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11468.0
2004,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12041.0
2005,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12115.0
2006,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12333.0
2007,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12655.0
2008,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12957.0
2009,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13407.0
2010,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13307.0
2011,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13375.0
2012,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13731.0
2013,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14002.0
2014,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14503.0
2015,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15017.0
2016,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14946.0
2017,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15198.0
2018,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15894.0
2019,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16071.0
2020,E08000019,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16143.0
1997,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9280.0
1998,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9406.0
1999,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9888.0
2000,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10530.0
2001,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10456.0
2002,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10649.0
2003,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10791.0
2004,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11235.0
2005,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11354.0
2006,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11622.0
2007,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12094.0
2008,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12261.0
2009,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12484.0
2010,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12446.0
2011,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12592.0
2012,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12961.0
2013,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13448.0
2014,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13836.0
2015,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14517.0
2016,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14477.0
2017,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14757.0
2018,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15137.0
2019,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15475.0
2020,E08000032,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15709.0
1997,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9969.0
1998,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10248.0
1999,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10677.0
2000,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11346.0
2001,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11612.0
2002,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11825.0
2003,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12268.0
2004,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12807.0
2005,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13230.0
2006,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13637.0
2007,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14325.0
2008,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14444.0
2009,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14646.0
2010,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14885.0
2011,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15159.0
2012,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15704.0
2013,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16250.0
2014,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16676.0
2015,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17568.0
2016,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17385.0
2017,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17760.0
2018,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,18301.0
2019,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,18649.0
2020,E08000033,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,18639.0
1997,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9223.0
1998,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9448.0
1999,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9882.0
2000,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10463.0
2001,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10696.0
2002,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10894.0
2003,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11283.0
2004,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11680.0
2005,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11980.0
2006,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12339.0
2007,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12915.0
2008,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12969.0
2009,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13220.0
2010,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13268.0
2011,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13471.0
2012,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13955.0
2013,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14403.0
2014,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14720.0
2015,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15500.0
2016,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15389.0
2017,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15758.0
2018,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16554.0
2019,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17064.0
2020,E08000034,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17139.0
1997,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10125.0
1998,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10295.0
1999,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10772.0
2000,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11584.0
2001,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11891.0
2002,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12146.0
2003,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12416.0
2004,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12598.0
2005,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12876.0
2006,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13316.0
2007,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14030.0
2008,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14274.0
2009,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14508.0
2010,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,14652.0
2011,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15012.0
2012,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15312.0
2013,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,15798.0
2014,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16092.0
2015,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16871.0
2016,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,16971.0
2017,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,17415.0
2018,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,18336.0
2019,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,18882.0
2020,E08000035,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,19086.0
1997,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9289.0
1998,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9545.0
1999,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,9956.0
2000,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10593.0
2001,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,10880.0
2002,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11225.0
2003,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,11675.0
2004,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12153.0
2005,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12563.0
2006,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,12967.0
2007,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13669.0
2008,E08000036,mission-1-closing-the-gap-in-median-employment-and-productivity,boosting-productivity-pay-jobs-and-living-standards,gross-disposable-household-income-per-head,13690.0
